CookerStat, GenerateAssetRegistry=0.024259, Initialize=0.134356, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
DDCTransactionIdFA58E4E34EFCD204680AE38C80A66D2F_0, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A6E0C4CE43857C8F64464F95662AFAE3_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.08.21-21.03.08, Duration=85.838188, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
DDCTransactionId22C0A08B41818E484402D1B96DEA2793_0, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A6E0C4CE43857C8F64464F95662AF__AC8E7D228A681A1AA387CFCC87A390949B5FF2D5, StartTime=2016.08.21-21.03.08, HierarchicalDDC=, DataSize=360310, Duration=6.245043, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
DDCTransactionIdFA58E4E34EFCD204680AE38C80A66D2F_1, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8AD4E8C24C42C937182C0586F50971DB_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.08.21-21.03.09, Duration=25.036140, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
DDCTransactionId444E4B004C2EA626CC8115A8A5DC1489_0, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8AD4E8C24C42C937182C0586F5097__DF42677F599A8FAB5980DB756AD13E89CA95C784, StartTime=2016.08.21-21.03.09, HierarchicalDDC=, DataSize=360310, Duration=5.504530, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
DDCTransactionIdFA58E4E34EFCD204680AE38C80A66D2F_2, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5173BFB140820FF41481488E915FFA13_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.08.21-21.03.09, Duration=22.832647, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
DDCTransactionIdBE41CD0C4667E496E03CB9A5F0318AAF_0, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5173BFB140820FF41481488E915FF__0ABD502632CFE741CF0CC154AE02EF8A8597ADA7, StartTime=2016.08.21-21.03.09, HierarchicalDDC=, DataSize=360310, Duration=6.995812, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_0, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Assets/Textures/sluagh_idle_0.uasset, AutoPackageBackupDelegate=0.146482, FlushAsyncLoading=0.005599, FlushStreamingFunc=0.029236, BlockTillAllRequestsFinished=0.004042, ResetLoadersForSaveUnMarkAllObjects=0.111964, TagPackageExports=0.090815, BeginCacheForCookedPlatformData=0.003420, SerializeImports=1.247454, GatherLocalizableTextData=0.093613, MarkNames=0.007775, SerializeSummary=0.015862, SerializeNames=0.046030, SerializeGatherableTextData=0.004042, BuildExportMap=0.014927, SortExportsNonSeekfree=0.007465, SortExportsSeekfreeConstructor=0.072155, SortExportsSeekfreeInner=0.164211, SortExportsSeekfree=0.003420, BuildDependencyMap=0.009023, SerializeImportMap=0.009332, SerializeExportMap=0.005286, SerializeDependencyMap=0.001553, SerializeStringAssetReferenceMap=0.001557, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.693016, SerializeExports=0.128135, SerializeBulkData=0.053182, MoveFile=2.488684, UnaccountedTime=1.527984, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_13, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Assets/Textures/sluagh_idle_0_Auto2.uasset, AutoPackageBackupDelegate=0.131246, FlushAsyncLoading=0.004042, FlushStreamingFunc=0.039812, BlockTillAllRequestsFinished=0.003729, ResetLoadersForSaveUnMarkAllObjects=0.119738, TagPackageExports=0.025190, BeginCacheForCookedPlatformData=0.001553, SerializeImports=0.939246, GatherLocalizableTextData=0.083037, MarkNames=0.007465, SerializeSummary=0.013374, SerializeNames=0.025190, SerializeGatherableTextData=0.001557, BuildExportMap=0.011507, SortExportsNonSeekfree=0.004664, SortExportsSeekfreeConstructor=0.011817, SortExportsSeekfreeInner=0.301056, SortExportsSeekfree=0.005290, BuildDependencyMap=0.007462, SerializeImportMap=0.011507, SerializeExportMap=0.005908, SerializeDependencyMap=0.001553, SerializeStringAssetReferenceMap=0.001553, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.692707, SerializeExports=0.124406, SerializeBulkData=0.504453, MoveFile=14.499504, UnaccountedTime=0.182871, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_14, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Assets/Textures/sluagh_idle_2_Sprite_Auto2.uasset, AutoPackageBackupDelegate=0.163902, FlushAsyncLoading=0.004664, FlushStreamingFunc=0.040121, BlockTillAllRequestsFinished=0.003420, ResetLoadersForSaveUnMarkAllObjects=0.139020, TagPackageExports=0.072464, BeginCacheForCookedPlatformData=0.002179, SerializeImports=0.797424, GatherLocalizableTextData=0.144307, MarkNames=0.007775, SerializeSummary=0.011820, SerializeNames=0.045717, SerializeGatherableTextData=0.001244, BuildExportMap=0.019904, SortExportsNonSeekfree=0.005599, SortExportsSeekfreeConstructor=0.007775, SortExportsSeekfreeInner=0.570387, SortExportsSeekfree=0.004046, BuildDependencyMap=0.006840, SerializeImportMap=0.006843, SerializeExportMap=0.005286, SerializeDependencyMap=0.000935, SerializeStringAssetReferenceMap=0.001553, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.604270, SerializeExports=0.244454, SerializeBulkData=0.005286, MoveFile=3.281444, UnaccountedTime=0.188161, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_15, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Assets/Textures/sluagh_idle_0_Sprite_Auto2.uasset, AutoPackageBackupDelegate=0.157990, FlushAsyncLoading=0.004977, FlushStreamingFunc=0.042919, BlockTillAllRequestsFinished=0.005286, ResetLoadersForSaveUnMarkAllObjects=0.130937, TagPackageExports=0.055671, BeginCacheForCookedPlatformData=0.002176, SerializeImports=0.893217, GatherLocalizableTextData=0.148661, MarkNames=0.007775, SerializeSummary=0.013683, SerializeNames=0.046343, SerializeGatherableTextData=0.001244, BuildExportMap=0.020213, SortExportsNonSeekfree=0.005599, SortExportsSeekfreeConstructor=0.008706, SortExportsSeekfreeInner=0.782188, SortExportsSeekfree=0.007153, BuildDependencyMap=0.009641, SerializeImportMap=0.007153, SerializeExportMap=0.006221, SerializeDependencyMap=0.001244, SerializeStringAssetReferenceMap=0.001557, SaveThumbNailsAssetRegistryDataWorldLevelInfo=73.741539, SerializeExports=0.668667, SerializeBulkData=0.008397, MoveFile=19.540627, UnaccountedTime=0.229213, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_16, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Assets/Textures/sluagh_idle_1_Sprite_Auto2.uasset, AutoPackageBackupDelegate=0.128444, FlushAsyncLoading=0.003733, FlushStreamingFunc=0.044785, BlockTillAllRequestsFinished=0.005286, ResetLoadersForSaveUnMarkAllObjects=0.121295, TagPackageExports=0.028614, BeginCacheForCookedPlatformData=0.001553, SerializeImports=0.859316, GatherLocalizableTextData=0.139952, MarkNames=0.007465, SerializeSummary=0.011507, SerializeNames=0.045408, SerializeGatherableTextData=0.001553, BuildExportMap=0.019595, SortExportsNonSeekfree=0.005908, SortExportsSeekfreeConstructor=0.007775, SortExportsSeekfreeInner=0.621706, SortExportsSeekfree=0.004042, BuildDependencyMap=0.007153, SerializeImportMap=0.007153, SerializeExportMap=0.005595, SerializeDependencyMap=0.001244, SerializeStringAssetReferenceMap=0.001244, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.354531, SerializeExports=0.237610, SerializeBulkData=0.004977, MoveFile=12.666423, UnaccountedTime=0.170119, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_17, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Assets/Textures/sluagh_idle_3_Sprite_Auto2.uasset, AutoPackageBackupDelegate=0.131555, FlushAsyncLoading=0.004046, FlushStreamingFunc=0.044160, BlockTillAllRequestsFinished=0.004046, ResetLoadersForSaveUnMarkAllObjects=0.114448, TagPackageExports=0.026122, BeginCacheForCookedPlatformData=0.001557, SerializeImports=0.767257, GatherLocalizableTextData=0.141509, MarkNames=0.006530, SerializeSummary=0.011194, SerializeNames=0.047274, SerializeGatherableTextData=0.001244, BuildExportMap=0.016794, SortExportsNonSeekfree=0.004355, SortExportsSeekfreeConstructor=0.007775, SortExportsSeekfreeInner=0.574745, SortExportsSeekfree=0.003107, BuildDependencyMap=0.006534, SerializeImportMap=0.007153, SerializeExportMap=0.005286, SerializeDependencyMap=0.001244, SerializeStringAssetReferenceMap=0.001553, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.337115, SerializeExports=0.234500, SerializeBulkData=0.005290, MoveFile=2.342202, UnaccountedTime=0.167008, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_18, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Assets/Textures/sluagh_idle_4_Auto2.uasset, AutoPackageBackupDelegate=0.113521, FlushAsyncLoading=0.003733, FlushStreamingFunc=0.040118, BlockTillAllRequestsFinished=0.003733, ResetLoadersForSaveUnMarkAllObjects=0.115074, TagPackageExports=0.024568, BeginCacheForCookedPlatformData=0.001244, SerializeImports=0.668976, GatherLocalizableTextData=0.056606, MarkNames=0.003729, SerializeSummary=0.009332, SerializeNames=0.022706, SerializeGatherableTextData=0.001241, BuildExportMap=0.009641, SortExportsNonSeekfree=0.004668, SortExportsSeekfreeConstructor=0.007775, SortExportsSeekfreeInner=0.145864, SortExportsSeekfree=0.002488, BuildDependencyMap=0.005908, SerializeImportMap=0.017419, SerializeExportMap=0.006840, SerializeDependencyMap=0.001244, SerializeStringAssetReferenceMap=0.001553, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.845414, SerializeExports=0.128757, SerializeBulkData=0.868954, MoveFile=12.021702, UnaccountedTime=0.900678, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_19, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Assets/Textures/sluagh_idle_3_Auto2.uasset, AutoPackageBackupDelegate=0.117559, FlushAsyncLoading=0.004046, FlushStreamingFunc=0.041984, BlockTillAllRequestsFinished=0.005290, ResetLoadersForSaveUnMarkAllObjects=0.119425, TagPackageExports=0.027061, BeginCacheForCookedPlatformData=0.001553, SerializeImports=0.649385, GatherLocalizableTextData=0.056293, MarkNames=0.004042, SerializeSummary=0.010263, SerializeNames=0.022702, SerializeGatherableTextData=0.001244, BuildExportMap=0.009954, SortExportsNonSeekfree=0.004664, SortExportsSeekfreeConstructor=0.008397, SortExportsSeekfreeInner=0.145864, SortExportsSeekfree=0.002798, BuildDependencyMap=0.005599, SerializeImportMap=0.012439, SerializeExportMap=0.006843, SerializeDependencyMap=0.000935, SerializeStringAssetReferenceMap=0.001553, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.719455, SerializeExports=0.120047, SerializeBulkData=0.544578, MoveFile=4.204206, UnaccountedTime=0.196867, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_20, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Assets/Textures/sluagh_idle_4_Sprite_Auto2.uasset, AutoPackageBackupDelegate=0.120360, FlushAsyncLoading=0.003733, FlushStreamingFunc=0.116318, BlockTillAllRequestsFinished=0.005595, ResetLoadersForSaveUnMarkAllObjects=0.122849, TagPackageExports=0.061888, BeginCacheForCookedPlatformData=0.002488, SerializeImports=1.005802, GatherLocalizableTextData=0.152703, MarkNames=0.007775, SerializeSummary=0.013065, SerializeNames=0.046648, SerializeGatherableTextData=0.001244, BuildExportMap=0.017419, SortExportsNonSeekfree=0.005286, SortExportsSeekfreeConstructor=0.008084, SortExportsSeekfreeInner=0.664316, SortExportsSeekfree=0.004664, BuildDependencyMap=0.007153, SerializeImportMap=0.006843, SerializeExportMap=0.004977, SerializeDependencyMap=0.000935, SerializeStringAssetReferenceMap=0.001553, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.103547, SerializeExports=0.230771, SerializeBulkData=0.004973, MoveFile=40.154232, UnaccountedTime=0.176344, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_21, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Assets/Textures/sluagh_idle_Auto2.uasset, AutoPackageBackupDelegate=0.121605, FlushAsyncLoading=0.004046, FlushStreamingFunc=0.044785, BlockTillAllRequestsFinished=0.004042, ResetLoadersForSaveUnMarkAllObjects=0.112895, TagPackageExports=0.013374, BeginCacheForCookedPlatformData=0.001244, SerializeImports=0.798047, GatherLocalizableTextData=0.053495, MarkNames=0.011507, SerializeSummary=0.018038, SerializeNames=0.032656, SerializeGatherableTextData=0.002176, BuildExportMap=0.027370, SortExportsNonSeekfree=0.003111, SortExportsSeekfreeConstructor=0.008084, SortExportsSeekfreeInner=0.273377, SortExportsSeekfree=0.003424, BuildDependencyMap=0.006840, SerializeImportMap=0.007465, SerializeExportMap=0.005286, SerializeDependencyMap=0.001244, SerializeStringAssetReferenceMap=0.001244, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.416423, SerializeExports=0.109475, SerializeBulkData=0.006218, MoveFile=8.346520, UnaccountedTime=0.171054, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
DDCTransactionIdFA58E4E34EFCD204680AE38C80A66D2F_8, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_1C9C3CE649AF8DEC21F0E580C91934EC_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.08.21-21.36.55, Duration=26.028875, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
DDCTransactionId22C0A08B41818E484402D1B96DEA2793_2, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_1C9C3CE649AF8DEC21F0E580C9193__B4A34DE0813558F5FB29005DD0CF0F74305CD993, StartTime=2016.08.21-21.36.55, HierarchicalDDC=, DataSize=360310, Duration=4.889976, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_22, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Assets/Textures/sluagh_idle.uasset, AutoPackageBackupDelegate=0.122849, FlushAsyncLoading=0.004355, FlushStreamingFunc=0.064377, BlockTillAllRequestsFinished=0.004668, ResetLoadersForSaveUnMarkAllObjects=0.115693, TagPackageExports=0.016481, BeginCacheForCookedPlatformData=0.001244, SerializeImports=0.715628, GatherLocalizableTextData=0.034835, MarkNames=0.009328, SerializeSummary=0.010263, SerializeNames=0.030480, SerializeGatherableTextData=0.001244, BuildExportMap=0.047583, SortExportsNonSeekfree=0.004355, SortExportsSeekfreeConstructor=0.060026, SortExportsSeekfreeInner=0.260934, SortExportsSeekfree=0.002798, BuildDependencyMap=0.029549, SerializeImportMap=0.008397, SerializeExportMap=0.004977, SerializeDependencyMap=0.001244, SerializeStringAssetReferenceMap=0.001553, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.178813, SerializeExports=0.127204, SerializeBulkData=0.004973, MoveFile=2.216555, UnaccountedTime=1.389272, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_23, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Assets/Textures/sluagh_idle_1_Auto3.uasset, AutoPackageBackupDelegate=0.109475, FlushAsyncLoading=0.003733, FlushStreamingFunc=0.058781, BlockTillAllRequestsFinished=0.005595, ResetLoadersForSaveUnMarkAllObjects=0.216462, TagPackageExports=0.024568, BeginCacheForCookedPlatformData=0.001553, SerializeImports=0.747353, GatherLocalizableTextData=0.057537, MarkNames=0.004042, SerializeSummary=0.010576, SerializeNames=0.023015, SerializeGatherableTextData=0.001244, BuildExportMap=0.009950, SortExportsNonSeekfree=0.004664, SortExportsSeekfreeConstructor=0.058781, SortExportsSeekfreeInner=0.132803, SortExportsSeekfree=0.002798, BuildDependencyMap=0.025813, SerializeImportMap=0.015240, SerializeExportMap=0.008088, SerializeDependencyMap=0.001553, SerializeStringAssetReferenceMap=0.001866, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.656940, SerializeExports=0.114139, SerializeBulkData=18.562199, MoveFile=4.499350, UnaccountedTime=0.168256, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_24, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Assets/Textures/sluagh_idle_Auto3.uasset, AutoPackageBackupDelegate=54.337749, FlushAsyncLoading=0.008397, FlushStreamingFunc=0.048827, BlockTillAllRequestsFinished=0.004977, ResetLoadersForSaveUnMarkAllObjects=0.129692, TagPackageExports=0.012130, BeginCacheForCookedPlatformData=0.001557, SerializeImports=0.665244, GatherLocalizableTextData=0.035457, MarkNames=0.009019, SerializeSummary=0.010885, SerializeNames=0.029232, SerializeGatherableTextData=0.001244, BuildExportMap=0.046961, SortExportsNonSeekfree=0.004046, SortExportsSeekfreeConstructor=0.008084, SortExportsSeekfreeInner=0.272132, SortExportsSeekfree=0.002801, BuildDependencyMap=0.008397, SerializeImportMap=0.008397, SerializeExportMap=0.005286, SerializeDependencyMap=0.001244, SerializeStringAssetReferenceMap=0.001244, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.159530, SerializeExports=0.134978, SerializeBulkData=0.005286, MoveFile=2.171461, UnaccountedTime=0.165142, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_25, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Assets/Textures/sluagh_idle_5_Sprite_Auto3.uasset, AutoPackageBackupDelegate=0.122849, FlushAsyncLoading=0.003733, FlushStreamingFunc=0.040118, BlockTillAllRequestsFinished=0.004046, ResetLoadersForSaveUnMarkAllObjects=0.112586, TagPackageExports=0.048518, BeginCacheForCookedPlatformData=0.001553, SerializeImports=0.686396, GatherLocalizableTextData=0.140574, MarkNames=0.007465, SerializeSummary=0.011507, SerializeNames=0.046652, SerializeGatherableTextData=0.001244, BuildExportMap=0.017103, SortExportsNonSeekfree=0.004668, SortExportsSeekfreeConstructor=0.008084, SortExportsSeekfreeInner=0.557017, SortExportsSeekfree=0.002798, BuildDependencyMap=0.006843, SerializeImportMap=0.006221, SerializeExportMap=0.004973, SerializeDependencyMap=0.000935, SerializeStringAssetReferenceMap=0.001244, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.149264, SerializeExports=0.209622, SerializeBulkData=0.004664, MoveFile=2.069138, UnaccountedTime=0.139952, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_26, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Assets/Textures/sluagh_idle_6_Sprite_Auto3.uasset, AutoPackageBackupDelegate=0.127826, FlushAsyncLoading=0.004355, FlushStreamingFunc=0.042919, BlockTillAllRequestsFinished=0.004973, ResetLoadersForSaveUnMarkAllObjects=0.127517, TagPackageExports=0.026744, BeginCacheForCookedPlatformData=0.001244, SerializeImports=0.680797, GatherLocalizableTextData=0.139020, MarkNames=0.006534, SerializeSummary=0.010885, SerializeNames=0.045717, SerializeGatherableTextData=0.001244, BuildExportMap=0.016794, SortExportsNonSeekfree=0.004355, SortExportsSeekfreeConstructor=0.008088, SortExportsSeekfreeInner=0.556391, SortExportsSeekfree=0.002801, BuildDependencyMap=0.006530, SerializeImportMap=0.005599, SerializeExportMap=0.004664, SerializeDependencyMap=0.000935, SerializeStringAssetReferenceMap=0.001244, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.138382, SerializeExports=0.204332, SerializeBulkData=0.004973, MoveFile=2.132583, UnaccountedTime=0.151459, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_27, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Assets/Textures/sluagh_idle_7_Sprite_Auto3.uasset, AutoPackageBackupDelegate=0.157680, FlushAsyncLoading=0.004977, FlushStreamingFunc=4.196432, BlockTillAllRequestsFinished=0.012130, ResetLoadersForSaveUnMarkAllObjects=0.175718, TagPackageExports=0.030167, BeginCacheForCookedPlatformData=0.001866, SerializeImports=0.916541, GatherLocalizableTextData=0.166699, MarkNames=0.010576, SerializeSummary=0.012130, SerializeNames=0.046652, SerializeGatherableTextData=0.001553, BuildExportMap=0.017107, SortExportsNonSeekfree=0.004977, SortExportsSeekfreeConstructor=0.008084, SortExportsSeekfreeInner=0.565413, SortExportsSeekfree=0.003733, BuildDependencyMap=0.006840, SerializeImportMap=0.006534, SerializeExportMap=0.004973, SerializeDependencyMap=0.001244, SerializeStringAssetReferenceMap=0.001241, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.276780, SerializeExports=0.217706, SerializeBulkData=0.004664, MoveFile=22.347168, UnaccountedTime=0.169188, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_28, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Assets/Textures/sluagh_idle2_Auto3.uasset, AutoPackageBackupDelegate=0.118807, FlushAsyncLoading=0.003733, FlushStreamingFunc=0.068732, BlockTillAllRequestsFinished=0.004355, ResetLoadersForSaveUnMarkAllObjects=0.132799, TagPackageExports=0.008397, BeginCacheForCookedPlatformData=0.000935, SerializeImports=0.616107, GatherLocalizableTextData=0.014305, MarkNames=0.004042, SerializeSummary=0.011820, SerializeNames=0.015862, SerializeGatherableTextData=0.002176, BuildExportMap=0.010572, SortExportsNonSeekfree=0.003424, SortExportsSeekfreeConstructor=0.010263, SortExportsSeekfreeInner=0.017416, SortExportsSeekfree=0.002488, BuildDependencyMap=0.004664, SerializeImportMap=0.044163, SerializeExportMap=0.024881, SerializeDependencyMap=0.001244, SerializeStringAssetReferenceMap=0.001866, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014618, SerializeExports=0.005599, SerializeBulkData=0.003111, MoveFile=1.709919, UnaccountedTime=0.151150, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_29, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Assets/Textures/sluagh_idle.uasset, AutoPackageBackupDelegate=35.492847, FlushAsyncLoading=0.005286, FlushStreamingFunc=0.108540, BlockTillAllRequestsFinished=0.005599, ResetLoadersForSaveUnMarkAllObjects=0.139955, TagPackageExports=0.012130, BeginCacheForCookedPlatformData=0.001244, SerializeImports=0.921518, GatherLocalizableTextData=0.032343, MarkNames=0.008710, SerializeSummary=0.010572, SerializeNames=0.033591, SerializeGatherableTextData=0.001553, BuildExportMap=0.047587, SortExportsNonSeekfree=0.004664, SortExportsSeekfreeConstructor=0.060335, SortExportsSeekfreeInner=0.281151, SortExportsSeekfree=0.003111, BuildDependencyMap=0.008397, SerializeImportMap=0.008397, SerializeExportMap=0.005286, SerializeDependencyMap=0.001244, SerializeStringAssetReferenceMap=0.001553, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.197785, SerializeExports=0.131868, SerializeBulkData=0.004977, MoveFile=2.670623, UnaccountedTime=1.600448, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_30, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Assets/Textures/sluagh_idle2.uasset, AutoPackageBackupDelegate=0.125956, FlushAsyncLoading=0.005286, FlushStreamingFunc=0.092059, BlockTillAllRequestsFinished=0.004977, ResetLoadersForSaveUnMarkAllObjects=0.120047, TagPackageExports=0.008710, BeginCacheForCookedPlatformData=0.000935, SerializeImports=0.625435, GatherLocalizableTextData=0.011194, MarkNames=0.004355, SerializeSummary=0.009954, SerializeNames=0.009641, SerializeGatherableTextData=0.001244, BuildExportMap=0.008084, SortExportsNonSeekfree=0.003111, SortExportsSeekfreeConstructor=0.009019, SortExportsSeekfreeInner=0.015240, SortExportsSeekfree=0.001866, BuildDependencyMap=0.004664, SerializeImportMap=0.041366, SerializeExportMap=0.024568, SerializeDependencyMap=0.000935, SerializeStringAssetReferenceMap=0.001553, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012439, SerializeExports=0.004977, SerializeBulkData=0.003111, MoveFile=1.576811, UnaccountedTime=7.940967, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
