CookerStat, GenerateAssetRegistry=0.024259, Initialize=0.134356, RunGuid=RunIDA5CE2E3842C133A45BD85997727A17A2
SavePackageTransactionId3A562D0E460182548DB330A7AE562780_0, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/BattleGameMode_BP.uasset, AutoPackageBackupDelegate=71.925850, FlushAsyncLoading=0.010263, FlushStreamingFunc=0.075266, BlockTillAllRequestsFinished=0.006221, ResetLoadersForSaveUnMarkAllObjects=0.135597, TagPackageExports=3.061872, BeginCacheForCookedPlatformData=0.003420, SerializeImports=4.113391, GatherLocalizableTextData=2.729092, MarkNames=0.051629, SerializeSummary=0.017729, SerializeNames=0.251915, SerializeGatherableTextData=0.017416, BuildExportMap=0.133734, SortExportsNonSeekfree=0.343662, SortExportsSeekfreeConstructor=0.068113, SortExportsSeekfreeInner=8.080606, SortExportsSeekfree=0.005908, BuildDependencyMap=0.063136, SerializeImportMap=0.016794, SerializeExportMap=0.023015, SerializeDependencyMap=0.005290, SerializeStringAssetReferenceMap=0.002176, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.496991, SerializeExports=4.476957, SerializeBulkData=0.013996, MoveFile=3.842812, UnaccountedTime=1.571525, RunGuid=RunIDA5CE2E3842C133A45BD85997727A17A2
SavePackageTransactionId3A562D0E460182548DB330A7AE562780_21, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/BattlePlayerController_BP.uasset, AutoPackageBackupDelegate=13.173047, FlushAsyncLoading=0.005290, FlushStreamingFunc=0.114448, BlockTillAllRequestsFinished=0.005599, ResetLoadersForSaveUnMarkAllObjects=0.104189, TagPackageExports=11.292692, BeginCacheForCookedPlatformData=0.004355, SerializeImports=12.818810, GatherLocalizableTextData=8.011564, MarkNames=0.079308, SerializeSummary=0.015549, SerializeNames=0.334956, SerializeGatherableTextData=0.096101, BuildExportMap=0.248495, SortExportsNonSeekfree=1.716763, SortExportsSeekfreeConstructor=0.068732, SortExportsSeekfreeInner=16.536287, SortExportsSeekfree=0.007153, BuildDependencyMap=0.094235, SerializeImportMap=0.023637, SerializeExportMap=0.059091, SerializeDependencyMap=0.010885, SerializeStringAssetReferenceMap=0.001866, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.384609, SerializeExports=15.971184, SerializeBulkData=0.010885, MoveFile=3.501017, UnaccountedTime=1.625329, RunGuid=RunIDA5CE2E3842C133A45BD85997727A17A2
SavePackageTransactionId3A562D0E460182548DB330A7AE562780_22, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/BattlePlayerController_BP.uasset, AutoPackageBackupDelegate=9.723038, FlushAsyncLoading=0.004977, FlushStreamingFunc=0.169188, BlockTillAllRequestsFinished=0.005908, ResetLoadersForSaveUnMarkAllObjects=0.121605, TagPackageExports=11.280879, BeginCacheForCookedPlatformData=0.004973, SerializeImports=12.814459, GatherLocalizableTextData=8.474965, MarkNames=0.069354, SerializeSummary=0.014618, SerializeNames=0.344597, SerializeGatherableTextData=0.095479, BuildExportMap=0.243519, SortExportsNonSeekfree=1.708988, SortExportsSeekfreeConstructor=0.059403, SortExportsSeekfreeInner=16.178005, SortExportsSeekfree=0.008397, BuildDependencyMap=0.101700, SerializeImportMap=0.023637, SerializeExportMap=0.060026, SerializeDependencyMap=0.034831, SerializeStringAssetReferenceMap=0.003111, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.486618, SerializeExports=16.448271, SerializeBulkData=0.009019, MoveFile=3.292639, UnaccountedTime=1.473244, RunGuid=RunIDA5CE2E3842C133A45BD85997727A17A2
SavePackageTransactionId3A562D0E460182548DB330A7AE562780_23, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/Widgets/BattleAttackWidget_BP.uasset, AutoPackageBackupDelegate=13.521690, FlushAsyncLoading=0.005286, FlushStreamingFunc=0.103563, BlockTillAllRequestsFinished=0.006534, ResetLoadersForSaveUnMarkAllObjects=0.115693, TagPackageExports=13.027809, BeginCacheForCookedPlatformData=0.005286, SerializeImports=15.383068, GatherLocalizableTextData=16.577963, MarkNames=0.103567, SerializeSummary=0.016171, SerializeNames=0.340864, SerializeGatherableTextData=0.137467, BuildExportMap=0.247873, SortExportsNonSeekfree=2.670933, SortExportsSeekfreeConstructor=0.065312, SortExportsSeekfreeInner=16.191069, SortExportsSeekfree=0.006530, BuildDependencyMap=0.150528, SerializeImportMap=0.024877, SerializeExportMap=0.096414, SerializeDependencyMap=0.022084, SerializeStringAssetReferenceMap=0.003111, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.062604, SerializeExports=20.698503, SerializeBulkData=0.008401, MoveFile=3.298547, UnaccountedTime=1.477912, RunGuid=RunIDA5CE2E3842C133A45BD85997727A17A2
SavePackageTransactionId3A562D0E460182548DB330A7AE562780_24, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/BattlePlayerController_BP.uasset, AutoPackageBackupDelegate=13.208505, FlushAsyncLoading=0.005599, FlushStreamingFunc=0.100765, BlockTillAllRequestsFinished=0.005908, ResetLoadersForSaveUnMarkAllObjects=0.116318, TagPackageExports=10.459196, BeginCacheForCookedPlatformData=0.004664, SerializeImports=12.659263, GatherLocalizableTextData=8.819871, MarkNames=0.073399, SerializeSummary=0.015236, SerializeNames=0.316296, SerializeGatherableTextData=0.147730, BuildExportMap=0.260312, SortExportsNonSeekfree=1.510568, SortExportsSeekfreeConstructor=0.062201, SortExportsSeekfreeInner=15.925154, SortExportsSeekfree=0.008088, BuildDependencyMap=0.098899, SerializeImportMap=0.023946, SerializeExportMap=0.057224, SerializeDependencyMap=0.010885, SerializeStringAssetReferenceMap=0.001863, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.467027, SerializeExports=15.589576, SerializeBulkData=0.009023, MoveFile=21.571507, UnaccountedTime=1.663268, RunGuid=RunIDA5CE2E3842C133A45BD85997727A17A2
SavePackageTransactionId3A562D0E460182548DB330A7AE562780_25, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/BattlePlayerController_BP.uasset, AutoPackageBackupDelegate=14.951702, FlushAsyncLoading=0.010263, FlushStreamingFunc=0.059713, BlockTillAllRequestsFinished=0.006221, ResetLoadersForSaveUnMarkAllObjects=0.123158, TagPackageExports=11.389732, BeginCacheForCookedPlatformData=0.004973, SerializeImports=12.860175, GatherLocalizableTextData=9.638134, MarkNames=0.065312, SerializeSummary=0.015859, SerializeNames=0.292972, SerializeGatherableTextData=0.105120, BuildExportMap=0.191581, SortExportsNonSeekfree=1.476977, SortExportsSeekfreeConstructor=0.065934, SortExportsSeekfreeInner=15.955634, SortExportsSeekfree=0.006530, BuildDependencyMap=0.084907, SerializeImportMap=0.018660, SerializeExportMap=0.055049, SerializeDependencyMap=0.033900, SerializeStringAssetReferenceMap=0.002798, SaveThumbNailsAssetRegistryDataWorldLevelInfo=10.914199, SerializeExports=16.454493, SerializeBulkData=0.009332, MoveFile=3.172278, UnaccountedTime=1.497503, RunGuid=RunIDA5CE2E3842C133A45BD85997727A17A2
SavePackageTransactionId3A562D0E460182548DB330A7AE562780_26, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/BattlePlayerController_BP.uasset, AutoPackageBackupDelegate=13.493385, FlushAsyncLoading=0.005290, FlushStreamingFunc=0.098586, BlockTillAllRequestsFinished=0.006221, ResetLoadersForSaveUnMarkAllObjects=0.111651, TagPackageExports=12.542944, BeginCacheForCookedPlatformData=0.005912, SerializeImports=14.406816, GatherLocalizableTextData=11.246666, MarkNames=0.073709, SerializeSummary=0.014618, SerializeNames=0.333399, SerializeGatherableTextData=0.130937, BuildExportMap=0.259999, SortExportsNonSeekfree=1.639012, SortExportsSeekfreeConstructor=0.058468, SortExportsSeekfreeInner=17.744865, SortExportsSeekfree=0.007153, BuildDependencyMap=0.101078, SerializeImportMap=0.024259, SerializeExportMap=0.066552, SerializeDependencyMap=0.015553, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.535755, SerializeExports=17.821062, SerializeBulkData=0.010885, MoveFile=3.376614, UnaccountedTime=1.585517, RunGuid=RunIDA5CE2E3842C133A45BD85997727A17A2
SavePackageTransactionId3A562D0E460182548DB330A7AE562780_27, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/BattlePlayerController_BP.uasset, AutoPackageBackupDelegate=8.833244, FlushAsyncLoading=0.004046, FlushStreamingFunc=0.117250, BlockTillAllRequestsFinished=0.005595, ResetLoadersForSaveUnMarkAllObjects=0.115074, TagPackageExports=13.109289, BeginCacheForCookedPlatformData=0.004977, SerializeImports=14.023345, GatherLocalizableTextData=11.007812, MarkNames=0.084281, SerializeSummary=0.018660, SerializeNames=0.339001, SerializeGatherableTextData=0.141818, BuildExportMap=0.250984, SortExportsNonSeekfree=1.655806, SortExportsSeekfreeConstructor=0.068109, SortExportsSeekfreeInner=18.188047, SortExportsSeekfree=0.007156, BuildDependencyMap=0.103563, SerializeImportMap=0.024881, SerializeExportMap=0.087392, SerializeDependencyMap=0.015553, SerializeStringAssetReferenceMap=0.002485, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.535449, SerializeExports=18.004242, SerializeBulkData=0.010885, MoveFile=3.188454, UnaccountedTime=67.925667, RunGuid=RunIDA5CE2E3842C133A45BD85997727A17A2
SavePackageTransactionId3A562D0E460182548DB330A7AE562780_28, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/BattlePlayerController_BP.uasset, AutoPackageBackupDelegate=9.260569, FlushAsyncLoading=0.006221, FlushStreamingFunc=0.065930, BlockTillAllRequestsFinished=0.006534, ResetLoadersForSaveUnMarkAllObjects=0.126891, TagPackageExports=10.781709, BeginCacheForCookedPlatformData=0.005595, SerializeImports=12.271750, GatherLocalizableTextData=11.142787, MarkNames=0.132803, SerializeSummary=0.017725, SerializeNames=0.314742, SerializeGatherableTextData=0.157990, BuildExportMap=0.242274, SortExportsNonSeekfree=1.405448, SortExportsSeekfreeConstructor=0.063445, SortExportsSeekfreeInner=16.312670, SortExportsSeekfree=0.006843, BuildDependencyMap=0.090815, SerializeImportMap=0.023015, SerializeExportMap=0.059091, SerializeDependencyMap=0.010576, SerializeStringAssetReferenceMap=0.001866, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.376521, SerializeExports=14.885455, SerializeBulkData=0.010263, MoveFile=17.933025, UnaccountedTime=1.640875, RunGuid=RunIDA5CE2E3842C133A45BD85997727A17A2
SavePackageTransactionId3A562D0E460182548DB330A7AE562780_29, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/BattlePlayerController_BP.uasset, AutoPackageBackupDelegate=15.795156, FlushAsyncLoading=0.010572, FlushStreamingFunc=0.061270, BlockTillAllRequestsFinished=0.005595, ResetLoadersForSaveUnMarkAllObjects=0.124715, TagPackageExports=11.519421, BeginCacheForCookedPlatformData=0.005595, SerializeImports=13.334151, GatherLocalizableTextData=11.476501, MarkNames=0.073709, SerializeSummary=0.014927, SerializeNames=0.337753, SerializeGatherableTextData=0.125650, BuildExportMap=0.248183, SortExportsNonSeekfree=1.606978, SortExportsSeekfreeConstructor=0.059713, SortExportsSeekfreeInner=16.489014, SortExportsSeekfree=0.006221, BuildDependencyMap=0.095479, SerializeImportMap=0.023015, SerializeExportMap=0.060022, SerializeDependencyMap=0.031721, SerializeStringAssetReferenceMap=0.002801, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.577742, SerializeExports=16.176451, SerializeBulkData=0.007775, MoveFile=3.334939, UnaccountedTime=1.537621, RunGuid=RunIDA5CE2E3842C133A45BD85997727A17A2
SavePackageTransactionId3A562D0E460182548DB330A7AE562780_30, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/BattlePlayerController_BP.uasset, AutoPackageBackupDelegate=9.083293, FlushAsyncLoading=0.004977, FlushStreamingFunc=0.080239, BlockTillAllRequestsFinished=0.004977, ResetLoadersForSaveUnMarkAllObjects=0.106987, TagPackageExports=11.568249, BeginCacheForCookedPlatformData=0.004042, SerializeImports=13.419681, GatherLocalizableTextData=11.406209, MarkNames=0.071533, SerializeSummary=0.015240, SerializeNames=0.312872, SerializeGatherableTextData=0.133425, BuildExportMap=0.250671, SortExportsNonSeekfree=1.656737, SortExportsSeekfreeConstructor=0.059094, SortExportsSeekfreeInner=17.162033, SortExportsSeekfree=0.007153, BuildDependencyMap=0.105124, SerializeImportMap=0.023015, SerializeExportMap=0.064068, SerializeDependencyMap=0.015240, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.444630, SerializeExports=16.483107, SerializeBulkData=0.009019, MoveFile=3.227327, UnaccountedTime=1.628436, RunGuid=RunIDA5CE2E3842C133A45BD85997727A17A2
SavePackageTransactionId3A562D0E460182548DB330A7AE562780_31, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/BattlePlayerController_BP.uasset, AutoPackageBackupDelegate=9.118129, FlushAsyncLoading=0.005599, FlushStreamingFunc=0.090815, BlockTillAllRequestsFinished=0.006218, ResetLoadersForSaveUnMarkAllObjects=0.121295, TagPackageExports=11.708513, BeginCacheForCookedPlatformData=0.005286, SerializeImports=13.747170, GatherLocalizableTextData=11.603389, MarkNames=0.070911, SerializeSummary=0.014618, SerializeNames=0.315361, SerializeGatherableTextData=0.134043, BuildExportMap=0.255030, SortExportsNonSeekfree=1.657359, SortExportsSeekfreeConstructor=0.057224, SortExportsSeekfreeInner=17.368856, SortExportsSeekfree=0.007462, BuildDependencyMap=0.102635, SerializeImportMap=0.022393, SerializeExportMap=0.064068, SerializeDependencyMap=0.067178, SerializeStringAssetReferenceMap=0.003420, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.499679, SerializeExports=16.716984, SerializeBulkData=0.009019, MoveFile=3.146466, UnaccountedTime=0.210553, RunGuid=RunIDA5CE2E3842C133A45BD85997727A17A2
SavePackageTransactionId3A562D0E460182548DB330A7AE562780_32, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/BattlePlayerController_BP.uasset, AutoPackageBackupDelegate=13.931908, FlushAsyncLoading=0.005599, FlushStreamingFunc=0.102945, BlockTillAllRequestsFinished=0.007775, ResetLoadersForSaveUnMarkAllObjects=0.115070, TagPackageExports=11.976291, BeginCacheForCookedPlatformData=0.005286, SerializeImports=13.693989, GatherLocalizableTextData=11.518177, MarkNames=0.083659, SerializeSummary=0.015553, SerializeNames=0.329357, SerializeGatherableTextData=0.144616, BuildExportMap=0.255339, SortExportsNonSeekfree=1.704324, SortExportsSeekfreeConstructor=0.011194, SortExportsSeekfreeInner=17.078995, SortExportsSeekfree=0.006843, BuildDependencyMap=0.097655, SerializeImportMap=0.025190, SerializeExportMap=0.064068, SerializeDependencyMap=0.014927, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.540113, SerializeExports=16.632698, SerializeBulkData=0.009641, MoveFile=3.400560, UnaccountedTime=1.707435, RunGuid=RunIDA5CE2E3842C133A45BD85997727A17A2
SavePackageTransactionId3A562D0E460182548DB330A7AE562780_33, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/Widgets/BattleMainWidget_BP.uasset, AutoPackageBackupDelegate=384.653259, FlushAsyncLoading=0.011198, FlushStreamingFunc=0.110719, BlockTillAllRequestsFinished=0.006530, ResetLoadersForSaveUnMarkAllObjects=0.905964, TagPackageExports=6.693509, BeginCacheForCookedPlatformData=0.002801, SerializeImports=8.567333, GatherLocalizableTextData=13.240535, MarkNames=0.078999, SerializeSummary=0.015859, SerializeNames=0.360459, SerializeGatherableTextData=0.099521, BuildExportMap=0.214908, SortExportsNonSeekfree=1.174986, SortExportsSeekfreeConstructor=0.012130, SortExportsSeekfreeInner=9.676077, SortExportsSeekfree=0.006221, BuildDependencyMap=0.101388, SerializeImportMap=0.018660, SerializeExportMap=0.058159, SerializeDependencyMap=0.014618, SerializeStringAssetReferenceMap=0.003111, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.246519, SerializeExports=10.907665, SerializeBulkData=0.006221, MoveFile=1854.242188, UnaccountedTime=1.105011, RunGuid=RunIDA5CE2E3842C133A45BD85997727A17A2
SavePackageTransactionId3A562D0E460182548DB330A7AE562780_34, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/Widgets/BattleAttackWidget_BP.uasset, AutoPackageBackupDelegate=11.400614, FlushAsyncLoading=0.011198, FlushStreamingFunc=0.074953, BlockTillAllRequestsFinished=0.006530, ResetLoadersForSaveUnMarkAllObjects=0.132799, TagPackageExports=12.754742, BeginCacheForCookedPlatformData=0.004977, SerializeImports=15.562210, GatherLocalizableTextData=19.717894, MarkNames=0.108231, SerializeSummary=0.015240, SerializeNames=0.323761, SerializeGatherableTextData=0.126269, BuildExportMap=0.243828, SortExportsNonSeekfree=2.721008, SortExportsSeekfreeConstructor=0.019904, SortExportsSeekfreeInner=16.858183, SortExportsSeekfree=0.006840, BuildDependencyMap=0.151772, SerializeImportMap=0.024568, SerializeExportMap=0.109162, SerializeDependencyMap=0.021458, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.118897, SerializeExports=20.700682, SerializeBulkData=0.007465, MoveFile=2.842613, UnaccountedTime=0.229526, RunGuid=RunIDA5CE2E3842C133A45BD85997727A17A2
SavePackageTransactionId3A562D0E460182548DB330A7AE562780_35, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/BattlePlayerController_BP.uasset, AutoPackageBackupDelegate=9.753518, FlushAsyncLoading=0.004977, FlushStreamingFunc=0.090815, BlockTillAllRequestsFinished=0.005908, ResetLoadersForSaveUnMarkAllObjects=0.111029, TagPackageExports=11.821721, BeginCacheForCookedPlatformData=0.004664, SerializeImports=14.231406, GatherLocalizableTextData=11.887033, MarkNames=0.091124, SerializeSummary=0.016171, SerializeNames=0.328116, SerializeGatherableTextData=0.147726, BuildExportMap=0.256270, SortExportsNonSeekfree=1.655806, SortExportsSeekfreeConstructor=0.011820, SortExportsSeekfreeInner=18.328003, SortExportsSeekfree=0.007462, BuildDependencyMap=0.103254, SerializeImportMap=0.024881, SerializeExportMap=0.076819, SerializeDependencyMap=0.030167, SerializeStringAssetReferenceMap=0.002798, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.523629, SerializeExports=16.828634, SerializeBulkData=0.010263, MoveFile=443.879089, UnaccountedTime=0.208687, RunGuid=RunIDA5CE2E3842C133A45BD85997727A17A2
