CookerStat, GenerateAssetRegistry=0.041366, Initialize=2.720386, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
SavePackageTransactionIdDA697B9B4671E8DE92B07384DA48D632_0, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/MeleeDrawer_BP.uasset, AutoPackageBackupDelegate=87.114876, FlushAsyncLoading=0.014618, FlushStreamingFunc=0.063445, BlockTillAllRequestsFinished=0.009019, ResetLoadersForSaveUnMarkAllObjects=0.152081, TagPackageExports=86.453369, BeginCacheForCookedPlatformData=0.006840, SerializeImports=94.547348, GatherLocalizableTextData=50.027493, MarkNames=0.296082, SerializeSummary=0.024568, SerializeNames=0.498857, SerializeGatherableTextData=0.390004, BuildExportMap=0.566032, SortExportsNonSeekfree=13.641119, SortExportsSeekfreeConstructor=0.105124, SortExportsSeekfreeInner=90.686493, SortExportsSeekfree=0.010263, BuildDependencyMap=2.246723, SerializeImportMap=0.030480, SerializeExportMap=0.335578, SerializeDependencyMap=0.096101, SerializeStringAssetReferenceMap=0.004355, SaveThumbNailsAssetRegistryDataWorldLevelInfo=19.005384, SerializeExports=113.158997, SerializeBulkData=0.031099, MoveFile=19.015335, UnaccountedTime=3.480490, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
SavePackageTransactionIdDA697B9B4671E8DE92B07384DA48D632_21, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/MeleeDrawer_BP.uasset, AutoPackageBackupDelegate=44.719521, FlushAsyncLoading=0.005908, FlushStreamingFunc=0.085529, BlockTillAllRequestsFinished=0.004355, ResetLoadersForSaveUnMarkAllObjects=0.107918, TagPackageExports=87.943092, BeginCacheForCookedPlatformData=0.007462, SerializeImports=92.976448, GatherLocalizableTextData=49.288849, MarkNames=0.270888, SerializeSummary=0.017103, SerializeNames=0.499792, SerializeGatherableTextData=0.380050, BuildExportMap=0.560436, SortExportsNonSeekfree=13.201043, SortExportsSeekfreeConstructor=0.079308, SortExportsSeekfreeInner=90.746521, SortExportsSeekfree=0.008706, BuildDependencyMap=2.175503, SerializeImportMap=0.027992, SerializeExportMap=0.343353, SerializeDependencyMap=0.071220, SerializeStringAssetReferenceMap=0.003111, SaveThumbNailsAssetRegistryDataWorldLevelInfo=9.380620, SerializeExports=112.711761, SerializeBulkData=0.011507, MoveFile=4.441194, UnaccountedTime=1.795448, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
SavePackageTransactionIdDA697B9B4671E8DE92B07384DA48D632_22, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/MeleeSpline_Debug_BP.uasset, AutoPackageBackupDelegate=0.113830, FlushAsyncLoading=0.004042, FlushStreamingFunc=0.055671, BlockTillAllRequestsFinished=0.006221, ResetLoadersForSaveUnMarkAllObjects=0.103876, TagPackageExports=5.032420, BeginCacheForCookedPlatformData=0.004351, SerializeImports=6.285161, GatherLocalizableTextData=3.664296, MarkNames=0.039499, SerializeSummary=0.014614, SerializeNames=0.250362, SerializeGatherableTextData=0.051316, BuildExportMap=0.118807, SortExportsNonSeekfree=0.491392, SortExportsSeekfreeConstructor=0.059403, SortExportsSeekfreeInner=9.171933, SortExportsSeekfree=0.006221, BuildDependencyMap=0.044473, SerializeImportMap=0.012439, SerializeExportMap=0.026435, SerializeDependencyMap=0.005290, SerializeStringAssetReferenceMap=0.001866, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.647828, SerializeExports=6.968442, SerializeBulkData=0.007778, MoveFile=2.618067, UnaccountedTime=1.458317, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
SavePackageTransactionIdDA697B9B4671E8DE92B07384DA48D632_23, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/MeleeDrawer_BP.uasset, AutoPackageBackupDelegate=44.589520, FlushAsyncLoading=0.007153, FlushStreamingFunc=0.117250, BlockTillAllRequestsFinished=0.006221, ResetLoadersForSaveUnMarkAllObjects=0.116006, TagPackageExports=82.990295, BeginCacheForCookedPlatformData=0.007153, SerializeImports=91.986504, GatherLocalizableTextData=49.280762, MarkNames=0.276800, SerializeSummary=0.018038, SerializeNames=0.506632, SerializeGatherableTextData=0.395913, BuildExportMap=0.527158, SortExportsNonSeekfree=13.550617, SortExportsSeekfreeConstructor=0.087082, SortExportsSeekfreeInner=93.989082, SortExportsSeekfree=0.009954, BuildDependencyMap=2.363969, SerializeImportMap=0.027679, SerializeExportMap=0.340242, SerializeDependencyMap=0.067487, SerializeStringAssetReferenceMap=0.003111, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.898357, SerializeExports=112.333580, SerializeBulkData=0.010885, MoveFile=4.842393, UnaccountedTime=1.922339, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
SavePackageTransactionIdDA697B9B4671E8DE92B07384DA48D632_24, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Levels/OverworldLevel.umap, AutoPackageBackupDelegate=44.163128, FlushAsyncLoading=0.006843, FlushStreamingFunc=0.059713, BlockTillAllRequestsFinished=0.004664, ResetLoadersForSaveUnMarkAllObjects=79.509178, TagPackageExports=10.273836, BeginCacheForCookedPlatformData=0.005908, SerializeImports=12.014549, GatherLocalizableTextData=14.187559, MarkNames=0.119425, SerializeSummary=0.018973, SerializeNames=0.564169, SerializeGatherableTextData=0.092681, BuildExportMap=0.419859, SortExportsNonSeekfree=1.726717, SortExportsSeekfreeConstructor=0.065621, SortExportsSeekfreeInner=29.599249, SortExportsSeekfree=0.008084, BuildDependencyMap=1.548823, SerializeImportMap=0.052869, SerializeExportMap=0.067491, SerializeDependencyMap=0.013374, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.113920, SerializeExports=15.045944, SerializeBulkData=2.571102, MoveFile=3.159527, UnaccountedTime=1.525808, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
SavePackageTransactionIdDA697B9B4671E8DE92B07384DA48D632_25, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/MeleeDrawer_BP.uasset, AutoPackageBackupDelegate=73.115791, FlushAsyncLoading=0.012439, FlushStreamingFunc=0.099521, BlockTillAllRequestsFinished=0.006221, ResetLoadersForSaveUnMarkAllObjects=0.137154, TagPackageExports=85.827614, BeginCacheForCookedPlatformData=0.006843, SerializeImports=92.940987, GatherLocalizableTextData=49.853020, MarkNames=0.269644, SerializeSummary=0.016794, SerializeNames=0.509121, SerializeGatherableTextData=0.372276, BuildExportMap=0.576608, SortExportsNonSeekfree=13.138220, SortExportsSeekfreeConstructor=0.083040, SortExportsSeekfreeInner=93.640137, SortExportsSeekfree=0.008706, BuildDependencyMap=2.512947, SerializeImportMap=0.031099, SerializeExportMap=0.338688, SerializeDependencyMap=0.068113, SerializeStringAssetReferenceMap=0.005908, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.917017, SerializeExports=115.040283, SerializeBulkData=0.011507, MoveFile=4.809737, UnaccountedTime=1.701213, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
SavePackageTransactionIdDA697B9B4671E8DE92B07384DA48D632_26, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Levels/OverworldLevel.umap, AutoPackageBackupDelegate=45.727184, FlushAsyncLoading=0.009332, FlushStreamingFunc=0.078686, BlockTillAllRequestsFinished=0.004664, ResetLoadersForSaveUnMarkAllObjects=78.886848, TagPackageExports=10.222212, BeginCacheForCookedPlatformData=0.005908, SerializeImports=11.963229, GatherLocalizableTextData=13.918538, MarkNames=0.107300, SerializeSummary=0.018660, SerializeNames=0.598691, SerializeGatherableTextData=0.104498, BuildExportMap=0.420794, SortExportsNonSeekfree=1.709301, SortExportsSeekfreeConstructor=0.061888, SortExportsSeekfreeInner=29.952553, SortExportsSeekfree=0.007465, BuildDependencyMap=0.990871, SerializeImportMap=0.058159, SerializeExportMap=0.067178, SerializeDependencyMap=0.013370, SerializeStringAssetReferenceMap=0.002179, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.196338, SerializeExports=15.275467, SerializeBulkData=2.869356, MoveFile=3.128428, UnaccountedTime=1.482263, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
SavePackageTransactionIdDA697B9B4671E8DE92B07384DA48D632_27, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/MeleeDrawer_BP.uasset, AutoPackageBackupDelegate=44.754665, FlushAsyncLoading=0.006221, FlushStreamingFunc=0.090193, BlockTillAllRequestsFinished=0.006218, ResetLoadersForSaveUnMarkAllObjects=0.115074, TagPackageExports=85.921234, BeginCacheForCookedPlatformData=0.007775, SerializeImports=93.855667, GatherLocalizableTextData=50.777645, MarkNames=0.296082, SerializeSummary=0.020526, SerializeNames=0.517204, SerializeGatherableTextData=0.381608, BuildExportMap=0.536177, SortExportsNonSeekfree=13.032165, SortExportsSeekfreeConstructor=0.074953, SortExportsSeekfreeInner=90.567070, SortExportsSeekfree=0.009332, BuildDependencyMap=2.349354, SerializeImportMap=0.027370, SerializeExportMap=0.338998, SerializeDependencyMap=0.062823, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.552096, SerializeExports=111.405533, SerializeBulkData=0.012442, MoveFile=4.544448, UnaccountedTime=1.864493, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
SavePackageTransactionIdDA697B9B4671E8DE92B07384DA48D632_28, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/MeleeDrawer_BP.uasset, AutoPackageBackupDelegate=45.224594, FlushAsyncLoading=0.005908, FlushStreamingFunc=0.057537, BlockTillAllRequestsFinished=0.005290, ResetLoadersForSaveUnMarkAllObjects=0.114761, TagPackageExports=83.803886, BeginCacheForCookedPlatformData=0.007775, SerializeImports=92.201721, GatherLocalizableTextData=49.667965, MarkNames=0.273690, SerializeSummary=0.017416, SerializeNames=0.519384, SerializeGatherableTextData=0.383783, BuildExportMap=0.536177, SortExportsNonSeekfree=13.101209, SortExportsSeekfreeConstructor=0.085216, SortExportsSeekfreeInner=87.294334, SortExportsSeekfree=0.008397, BuildDependencyMap=7.316772, SerializeImportMap=0.027366, SerializeExportMap=0.341799, SerializeDependencyMap=0.067487, SerializeStringAssetReferenceMap=0.003420, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.836672, SerializeExports=113.530960, SerializeBulkData=0.011507, MoveFile=4.459541, UnaccountedTime=0.403069, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
SavePackageTransactionIdDA697B9B4671E8DE92B07384DA48D632_29, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Levels/OverworldLevel.umap, AutoPackageBackupDelegate=43.885086, FlushAsyncLoading=0.005908, FlushStreamingFunc=0.040431, BlockTillAllRequestsFinished=0.004046, ResetLoadersForSaveUnMarkAllObjects=81.839561, TagPackageExports=10.153167, BeginCacheForCookedPlatformData=0.005908, SerializeImports=12.164142, GatherLocalizableTextData=14.472753, MarkNames=0.116318, SerializeSummary=0.018660, SerializeNames=0.574123, SerializeGatherableTextData=0.083037, BuildExportMap=0.419550, SortExportsNonSeekfree=1.702771, SortExportsSeekfreeConstructor=0.068419, SortExportsSeekfreeInner=30.002937, SortExportsSeekfree=0.009019, BuildDependencyMap=3.052235, SerializeImportMap=0.072774, SerializeExportMap=0.067491, SerializeDependencyMap=0.013374, SerializeStringAssetReferenceMap=0.001866, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.998536, SerializeExports=15.314962, SerializeBulkData=2.838884, MoveFile=3.311299, UnaccountedTime=1.529850, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
SavePackageTransactionIdDA697B9B4671E8DE92B07384DA48D632_30, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/MeleeDrawer_BP.uasset, AutoPackageBackupDelegate=44.327652, FlushAsyncLoading=0.006843, FlushStreamingFunc=0.138707, BlockTillAllRequestsFinished=0.005290, ResetLoadersForSaveUnMarkAllObjects=0.177894, TagPackageExports=88.896645, BeginCacheForCookedPlatformData=0.007156, SerializeImports=94.597420, GatherLocalizableTextData=50.258259, MarkNames=0.281774, SerializeSummary=0.017107, SerializeNames=0.499789, SerializeGatherableTextData=0.384096, BuildExportMap=0.547063, SortExportsNonSeekfree=13.592914, SortExportsSeekfreeConstructor=0.082105, SortExportsSeekfreeInner=92.947212, SortExportsSeekfree=0.009019, BuildDependencyMap=2.739668, SerializeImportMap=0.027992, SerializeExportMap=0.343353, SerializeDependencyMap=0.067178, SerializeStringAssetReferenceMap=0.002801, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.399389, SerializeExports=113.742447, SerializeBulkData=0.012130, MoveFile=4.705861, UnaccountedTime=1.744445, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
SavePackageTransactionIdDA697B9B4671E8DE92B07384DA48D632_31, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/MeleeDrawer_BP.uasset, AutoPackageBackupDelegate=50.198856, FlushAsyncLoading=0.014305, FlushStreamingFunc=0.062514, BlockTillAllRequestsFinished=0.005908, ResetLoadersForSaveUnMarkAllObjects=0.140265, TagPackageExports=85.108566, BeginCacheForCookedPlatformData=0.007153, SerializeImports=94.446892, GatherLocalizableTextData=50.939678, MarkNames=0.280842, SerializeSummary=0.017103, SerializeNames=0.507567, SerializeGatherableTextData=0.402756, BuildExportMap=0.555769, SortExportsNonSeekfree=13.589803, SortExportsSeekfreeConstructor=0.073709, SortExportsSeekfreeInner=88.463097, SortExportsSeekfree=0.009023, BuildDependencyMap=2.368324, SerializeImportMap=0.028614, SerializeExportMap=0.344597, SerializeDependencyMap=0.070602, SerializeStringAssetReferenceMap=0.003420, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.084029, SerializeExports=113.156509, SerializeBulkData=0.011504, MoveFile=4.558444, UnaccountedTime=1.767769, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
SavePackageTransactionIdDA697B9B4671E8DE92B07384DA48D632_32, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/MeleeDrawer_BP.uasset, AutoPackageBackupDelegate=44.880623, FlushAsyncLoading=0.006530, FlushStreamingFunc=0.112277, BlockTillAllRequestsFinished=0.005595, ResetLoadersForSaveUnMarkAllObjects=0.116006, TagPackageExports=85.587830, BeginCacheForCookedPlatformData=0.006843, SerializeImports=93.379509, GatherLocalizableTextData=50.588551, MarkNames=0.291105, SerializeSummary=0.018038, SerializeNames=0.508498, SerializeGatherableTextData=0.399023, BuildExportMap=0.561990, SortExportsNonSeekfree=13.553727, SortExportsSeekfreeConstructor=0.089880, SortExportsSeekfreeInner=92.400146, SortExportsSeekfree=0.008397, BuildDependencyMap=2.404712, SerializeImportMap=0.027992, SerializeExportMap=0.342730, SerializeDependencyMap=0.068109, SerializeStringAssetReferenceMap=0.004046, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.061014, SerializeExports=114.382187, SerializeBulkData=0.011817, MoveFile=4.717060, UnaccountedTime=1.764346, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
SavePackageTransactionIdDA697B9B4671E8DE92B07384DA48D632_33, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/MeleeDrawer_BP.uasset, AutoPackageBackupDelegate=44.659496, FlushAsyncLoading=0.005912, FlushStreamingFunc=0.098899, BlockTillAllRequestsFinished=0.005599, ResetLoadersForSaveUnMarkAllObjects=0.111651, TagPackageExports=92.111847, BeginCacheForCookedPlatformData=0.007153, SerializeImports=100.286995, GatherLocalizableTextData=51.378822, MarkNames=0.297014, SerializeSummary=0.017725, SerializeNames=0.508811, SerializeGatherableTextData=0.423282, BuildExportMap=0.604909, SortExportsNonSeekfree=14.442585, SortExportsSeekfreeConstructor=0.088949, SortExportsSeekfreeInner=95.507744, SortExportsSeekfree=0.009641, BuildDependencyMap=1.889683, SerializeImportMap=0.027988, SerializeExportMap=0.342112, SerializeDependencyMap=0.067174, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.935571, SerializeExports=115.913277, SerializeBulkData=0.011820, MoveFile=4.521433, UnaccountedTime=1.665756, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
SavePackageTransactionIdDA697B9B4671E8DE92B07384DA48D632_34, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/MeleeDrawer_BP.uasset, AutoPackageBackupDelegate=45.248238, FlushAsyncLoading=0.005908, FlushStreamingFunc=0.087705, BlockTillAllRequestsFinished=0.005599, ResetLoadersForSaveUnMarkAllObjects=0.130620, TagPackageExports=85.523766, BeginCacheForCookedPlatformData=0.007153, SerializeImports=93.310783, GatherLocalizableTextData=49.668587, MarkNames=0.269335, SerializeSummary=0.016794, SerializeNames=0.510987, SerializeGatherableTextData=0.389069, BuildExportMap=0.617664, SortExportsNonSeekfree=13.623081, SortExportsSeekfreeConstructor=0.073709, SortExportsSeekfreeInner=91.634758, SortExportsSeekfree=0.008706, BuildDependencyMap=2.422132, SerializeImportMap=0.027992, SerializeExportMap=0.366680, SerializeDependencyMap=0.065625, SerializeStringAssetReferenceMap=0.002485, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.991661, SerializeExports=114.014267, SerializeBulkData=0.011194, MoveFile=4.702128, UnaccountedTime=1.743197, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
SavePackageTransactionIdDA697B9B4671E8DE92B07384DA48D632_35, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/MeleeDrawer_BP.uasset, AutoPackageBackupDelegate=49.193989, FlushAsyncLoading=0.014618, FlushStreamingFunc=0.092372, BlockTillAllRequestsFinished=0.006218, ResetLoadersForSaveUnMarkAllObjects=0.138089, TagPackageExports=88.342117, BeginCacheForCookedPlatformData=0.006843, SerializeImports=95.028473, GatherLocalizableTextData=51.831650, MarkNames=0.290480, SerializeSummary=0.017419, SerializeNames=0.533998, SerializeGatherableTextData=0.383474, BuildExportMap=0.535555, SortExportsNonSeekfree=14.097370, SortExportsSeekfreeConstructor=0.083972, SortExportsSeekfreeInner=92.938812, SortExportsSeekfree=0.009332, BuildDependencyMap=2.087176, SerializeImportMap=0.028301, SerializeExportMap=0.363879, SerializeDependencyMap=0.067800, SerializeStringAssetReferenceMap=0.002801, SaveThumbNailsAssetRegistryDataWorldLevelInfo=13.376449, SerializeExports=119.728729, SerializeBulkData=0.011507, MoveFile=4.475717, UnaccountedTime=1.833390, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
SavePackageTransactionIdDA697B9B4671E8DE92B07384DA48D632_36, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Levels/OverworldLevel.umap, AutoPackageBackupDelegate=45.964485, FlushAsyncLoading=0.009641, FlushStreamingFunc=0.052560, BlockTillAllRequestsFinished=0.005908, ResetLoadersForSaveUnMarkAllObjects=78.957764, TagPackageExports=9.859886, BeginCacheForCookedPlatformData=0.005599, SerializeImports=12.238782, GatherLocalizableTextData=13.944354, MarkNames=0.115693, SerializeSummary=0.018351, SerializeNames=0.556704, SerializeGatherableTextData=0.082728, BuildExportMap=0.420172, SortExportsNonSeekfree=1.695618, SortExportsSeekfreeConstructor=0.063132, SortExportsSeekfreeInner=29.756929, SortExportsSeekfree=0.008084, BuildDependencyMap=1.648653, SerializeImportMap=0.062823, SerializeExportMap=0.067178, SerializeDependencyMap=0.014927, SerializeStringAssetReferenceMap=0.002176, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.937579, SerializeExports=15.230060, SerializeBulkData=2.703905, MoveFile=3.054719, UnaccountedTime=1.554105, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
SavePackageTransactionIdDA697B9B4671E8DE92B07384DA48D632_37, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/MeleeDrawer_BP.uasset, AutoPackageBackupDelegate=43.935467, FlushAsyncLoading=0.006221, FlushStreamingFunc=0.098277, BlockTillAllRequestsFinished=0.005599, ResetLoadersForSaveUnMarkAllObjects=0.110410, TagPackageExports=86.959061, BeginCacheForCookedPlatformData=0.006843, SerializeImports=94.294807, GatherLocalizableTextData=50.517017, MarkNames=0.278354, SerializeSummary=0.035454, SerializeNames=0.564169, SerializeGatherableTextData=0.403374, BuildExportMap=0.579409, SortExportsNonSeekfree=14.239497, SortExportsSeekfreeConstructor=0.084907, SortExportsSeekfreeInner=91.919022, SortExportsSeekfree=0.009019, BuildDependencyMap=2.393205, SerializeImportMap=0.027988, SerializeExportMap=0.344910, SerializeDependencyMap=0.067491, SerializeStringAssetReferenceMap=0.002798, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.020583, SerializeExports=113.617416, SerializeBulkData=0.011820, MoveFile=4.537295, UnaccountedTime=1.815975, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
SavePackageTransactionIdDA697B9B4671E8DE92B07384DA48D632_38, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Levels/OverworldLevel.umap, AutoPackageBackupDelegate=43.896595, FlushAsyncLoading=0.006221, FlushStreamingFunc=0.073086, BlockTillAllRequestsFinished=0.006843, ResetLoadersForSaveUnMarkAllObjects=80.236626, TagPackageExports=10.189555, BeginCacheForCookedPlatformData=0.005286, SerializeImports=11.983447, GatherLocalizableTextData=13.935331, MarkNames=0.116628, SerializeSummary=0.018973, SerializeNames=0.558570, SerializeGatherableTextData=0.081796, BuildExportMap=0.434477, SortExportsNonSeekfree=1.748797, SortExportsSeekfreeConstructor=0.063758, SortExportsSeekfreeInner=30.307411, SortExportsSeekfree=0.008088, BuildDependencyMap=1.915187, SerializeImportMap=0.050694, SerializeExportMap=0.144929, SerializeDependencyMap=0.013374, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.955617, SerializeExports=15.128672, SerializeBulkData=2.502371, MoveFile=3.011491, UnaccountedTime=1.470443, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
SavePackageTransactionIdDA697B9B4671E8DE92B07384DA48D632_39, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/MeleeDrawer_BP.uasset, AutoPackageBackupDelegate=48.691402, FlushAsyncLoading=0.012439, FlushStreamingFunc=0.116318, BlockTillAllRequestsFinished=0.005908, ResetLoadersForSaveUnMarkAllObjects=0.138089, TagPackageExports=88.667427, BeginCacheForCookedPlatformData=0.006840, SerializeImports=95.073570, GatherLocalizableTextData=50.562740, MarkNames=0.280529, SerializeSummary=0.018347, SerializeNames=0.505079, SerializeGatherableTextData=0.400890, BuildExportMap=0.552040, SortExportsNonSeekfree=14.411174, SortExportsSeekfreeConstructor=0.083972, SortExportsSeekfreeInner=90.820847, SortExportsSeekfree=0.009332, BuildDependencyMap=2.579499, SerializeImportMap=0.030790, SerializeExportMap=0.347707, SerializeDependencyMap=0.066865, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.408099, SerializeExports=114.200562, SerializeBulkData=0.011817, MoveFile=4.635572, UnaccountedTime=1.997914, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
SavePackageTransactionIdDA697B9B4671E8DE92B07384DA48D632_40, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/MeleeDrawer_BP.uasset, AutoPackageBackupDelegate=44.315521, FlushAsyncLoading=0.005908, FlushStreamingFunc=0.082109, BlockTillAllRequestsFinished=0.004351, ResetLoadersForSaveUnMarkAllObjects=0.107609, TagPackageExports=87.891777, BeginCacheForCookedPlatformData=0.007153, SerializeImports=92.922951, GatherLocalizableTextData=49.989552, MarkNames=0.266224, SerializeSummary=0.017103, SerializeNames=0.507567, SerializeGatherableTextData=0.390626, BuildExportMap=0.542708, SortExportsNonSeekfree=13.855405, SortExportsSeekfreeConstructor=0.075262, SortExportsSeekfreeInner=92.342926, SortExportsSeekfree=0.009019, BuildDependencyMap=2.015643, SerializeImportMap=0.027679, SerializeExportMap=0.363570, SerializeDependencyMap=0.085838, SerializeStringAssetReferenceMap=0.003111, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.483984, SerializeExports=114.748558, SerializeBulkData=0.011198, MoveFile=4.778948, UnaccountedTime=1.862936, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
SavePackageTransactionIdDA697B9B4671E8DE92B07384DA48D632_41, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/MeleeDrawer_BP.uasset, AutoPackageBackupDelegate=44.364040, FlushAsyncLoading=0.005908, FlushStreamingFunc=0.111341, BlockTillAllRequestsFinished=0.004977, ResetLoadersForSaveUnMarkAllObjects=0.111029, TagPackageExports=86.129913, BeginCacheForCookedPlatformData=0.007153, SerializeImports=95.628105, GatherLocalizableTextData=51.306355, MarkNames=0.293903, SerializeSummary=0.017416, SerializeNames=0.499170, SerializeGatherableTextData=0.457183, BuildExportMap=0.558257, SortExportsNonSeekfree=13.905477, SortExportsSeekfreeConstructor=0.085838, SortExportsSeekfreeInner=91.849350, SortExportsSeekfree=0.008706, BuildDependencyMap=2.072558, SerializeImportMap=0.028923, SerializeExportMap=0.346154, SerializeDependencyMap=0.067178, SerializeStringAssetReferenceMap=0.003111, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.381039, SerializeExports=117.154823, SerializeBulkData=0.010885, MoveFile=4.594829, UnaccountedTime=1.871958, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
